,X,Y,code_insee_commune,gratuit,tarification,accessibilite_pmr,condition_acces,Type,type,Type_détaillé,geometry,0
824,2.3849535,48.68159,91687.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.384953498840332 48.68159103393555),13544
824,2.3849535,48.68159,91687.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.384953498840332 48.68159103393555),13669
825,2.212046,48.71285,91477.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.212045907974243 48.71284866333008),11019
825,2.212046,48.71285,91477.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.212045907974243 48.71284866333008),11020
825,2.212046,48.71285,91477.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.212045907974243 48.71284866333008),11145
825,2.212046,48.71285,91477.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.212045907974243 48.71284866333008),11146
826,2.2414796,48.890648,92062.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.2414796352386475 48.890647888183594),11378
826,2.2414796,48.890648,92062.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.2414796352386475 48.890647888183594),11504
826,2.2414796,48.890648,92062.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.2414796352386475 48.890647888183594),11505
826,2.2414796,48.890648,92062.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.2414796352386475 48.890647888183594),11630
827,2.0944784,48.89749,78551.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.0944783687591553 48.897491455078125),9235
827,2.0944784,48.89749,78551.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.0944783687591553 48.897491455078125),9361
827,2.0944784,48.89749,78551.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.0944783687591553 48.897491455078125),9362
827,2.0944784,48.89749,78551.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.0944783687591553 48.897491455078125),9487
827,2.0944784,48.89749,78551.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.0944783687591553 48.897491455078125),9488
828,2.3850474,48.895218,75056.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.385047435760498 48.89521789550781),13393
828,2.3850474,48.895218,75056.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.385047435760498 48.89521789550781),13394
828,2.3850474,48.895218,75056.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.385047435760498 48.89521789550781),13519
828,2.3850474,48.895218,75056.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.385047435760498 48.89521789550781),13520
828,2.3850474,48.895218,75056.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.385047435760498 48.89521789550781),13645
828,2.3850474,48.895218,75056.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.385047435760498 48.89521789550781),13646
829,2.0769272,49.037342,95127.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.0769271850585938 49.0373420715332),9093
829,2.0769272,49.037342,95127.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.0769271850585938 49.0373420715332),9094
829,2.0769272,49.037342,95127.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.0769271850585938 49.0373420715332),9219
829,2.0769272,49.037342,95127.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.0769271850585938 49.0373420715332),9220
830,2.3076775,48.969616,95210.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.3076775074005127 48.9696159362793),12251
830,2.3076775,48.969616,95210.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.3076775074005127 48.9696159362793),12377
830,2.3076775,48.969616,95210.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.3076775074005127 48.9696159362793),12378
830,2.3076775,48.969616,95210.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.3076775074005127 48.9696159362793),12503
830,2.3076775,48.969616,95210.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.3076775074005127 48.9696159362793),12504
831,2.077481,49.036457,95127.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.0774810314178467 49.03645706176758),9093
831,2.077481,49.036457,95127.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.0774810314178467 49.03645706176758),9094
831,2.077481,49.036457,95127.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.0774810314178467 49.03645706176758),9219
831,2.077481,49.036457,95127.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.0774810314178467 49.03645706176758),9220
831,2.077481,49.036457,95127.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.0774810314178467 49.03645706176758),9346
832,2.0777721,49.03781,95127.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.0777721405029297 49.037811279296875),9093
832,2.0777721,49.03781,95127.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.0777721405029297 49.037811279296875),9094
832,2.0777721,49.03781,95127.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.0777721405029297 49.037811279296875),9219
832,2.0777721,49.03781,95127.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.0777721405029297 49.037811279296875),9220
833,2.0108466,49.04838,95127.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.0108466148376465 49.04838180541992),8084
833,2.0108466,49.04838,95127.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.0108466148376465 49.04838180541992),8085
833,2.0108466,49.04838,95127.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.0108466148376465 49.04838180541992),8210
833,2.0108466,49.04838,95127.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.0108466148376465 49.04838180541992),8211
833,2.0108466,49.04838,95127.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.0108466148376465 49.04838180541992),8336
833,2.0108466,49.04838,95127.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.0108466148376465 49.04838180541992),8337
834,2.563317,48.648808,77122.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.563317060470581 48.648807525634766),15941
834,2.563317,48.648808,77122.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.563317060470581 48.648807525634766),16066
834,2.563317,48.648808,77122.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.563317060470581 48.648807525634766),16067
834,2.563317,48.648808,77122.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.563317060470581 48.648807525634766),16193
835,3.052496,48.963333,77478.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (3.0524959564208984 48.96333312988281),22710
835,3.052496,48.963333,77478.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (3.0524959564208984 48.96333312988281),22835
835,3.052496,48.963333,77478.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (3.0524959564208984 48.96333312988281),22836
835,3.052496,48.963333,77478.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (3.0524959564208984 48.96333312988281),22962
836,2.7218163,48.264748,77156.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.721816301345825 48.264747619628906),18126
836,2.7218163,48.264748,77156.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.721816301345825 48.264747619628906),18251
836,2.7218163,48.264748,77156.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.721816301345825 48.264747619628906),18252
836,2.7218163,48.264748,77156.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.721816301345825 48.264747619628906),18377
836,2.7218163,48.264748,77156.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.721816301345825 48.264747619628906),18378
837,2.7215726,48.262936,77333.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.7215726375579834 48.262935638427734),18126
837,2.7215726,48.262936,77333.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.7215726375579834 48.262935638427734),18251
837,2.7215726,48.262936,77333.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.7215726375579834 48.262935638427734),18252
837,2.7215726,48.262936,77333.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.7215726375579834 48.262935638427734),18378
838,2.9277043,48.426025,77194.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.927704334259033 48.426025390625),21006
838,2.9277043,48.426025,77194.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.927704334259033 48.426025390625),21131
838,2.9277043,48.426025,77194.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.927704334259033 48.426025390625),21132
838,2.9277043,48.426025,77194.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.927704334259033 48.426025390625),21257
838,2.9277043,48.426025,77194.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.927704334259033 48.426025390625),21258
839,2.9315383,48.42911,77194.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.9315383434295654 48.42911148071289),21131
839,2.9315383,48.42911,77194.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.9315383434295654 48.42911148071289),21132
839,2.9315383,48.42911,77194.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.9315383434295654 48.42911148071289),21257
839,2.9315383,48.42911,77194.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.9315383434295654 48.42911148071289),21258
840,2.552937,49.070988,95641.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.5529370307922363 49.070987701416016),15642
840,2.552937,49.070988,95641.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.5529370307922363 49.070987701416016),15767
840,2.552937,49.070988,95641.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.5529370307922363 49.070987701416016),15768
840,2.552937,49.070988,95641.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.5529370307922363 49.070987701416016),15894
841,2.5516956,49.07271,95641.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.5516955852508545 49.07270812988281),15642
841,2.5516956,49.07271,95641.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.5516955852508545 49.07270812988281),15767
841,2.5516956,49.07271,95641.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.5516955852508545 49.07270812988281),15768
841,2.5516956,49.07271,95641.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.5516955852508545 49.07270812988281),15893
841,2.5516956,49.07271,95641.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.5516955852508545 49.07270812988281),15894
842,3.064436,48.970592,77478.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (3.0644359588623047 48.9705924987793),22835
842,3.064436,48.970592,77478.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (3.0644359588623047 48.9705924987793),22961
842,3.064436,48.970592,77478.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (3.0644359588623047 48.9705924987793),22962
842,3.064436,48.970592,77478.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (3.0644359588623047 48.9705924987793),23087
842,3.064436,48.970592,77478.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (3.0644359588623047 48.9705924987793),23088
843,2.3739858,48.90034,75056.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.373985767364502 48.90034103393555),13141
