,X,Y,code_insee_commune,gratuit,tarification,accessibilite_pmr,condition_acces,Type,type,Type_détaillé,geometry,0
786,2.1773,48.9121,78124.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.177299976348877 48.91210174560547),10620
786,2.1773,48.9121,78124.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.177299976348877 48.91210174560547),10746
787,2.32494,48.735283,91689.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.3249399662017822 48.73528289794922),12529
787,2.32494,48.735283,91689.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.3249399662017822 48.73528289794922),12530
787,2.32494,48.735283,91689.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.3249399662017822 48.73528289794922),12655
787,2.32494,48.735283,91689.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.3249399662017822 48.73528289794922),12656
787,2.32494,48.735283,91689.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.3249399662017822 48.73528289794922),12781
787,2.32494,48.735283,91689.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.3249399662017822 48.73528289794922),12782
788,2.329468,48.739048,91689.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.329468011856079 48.73904800415039),12654
788,2.329468,48.739048,91689.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.329468011856079 48.73904800415039),12655
788,2.329468,48.739048,91689.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.329468011856079 48.73904800415039),12780
788,2.329468,48.739048,91689.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.329468011856079 48.73904800415039),12781
788,2.329468,48.739048,91689.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.329468011856079 48.73904800415039),12907
789,2.2899508,48.80466,92020.0,Missing,Missing,non accessible,accès libre,charging_station,Missing,Non accessible,POINT (2.2899508476257324 48.80466079711914),12017
789,2.2899508,48.80466,92020.0,Missing,Missing,non accessible,accès libre,charging_station,Missing,Non accessible,POINT (2.2899508476257324 48.80466079711914),12018
789,2.2899508,48.80466,92020.0,Missing,Missing,non accessible,accès libre,charging_station,Missing,Non accessible,POINT (2.2899508476257324 48.80466079711914),12143
789,2.2899508,48.80466,92020.0,Missing,Missing,non accessible,accès libre,charging_station,Missing,Non accessible,POINT (2.2899508476257324 48.80466079711914),12144
789,2.2899508,48.80466,92020.0,Missing,Missing,non accessible,accès libre,charging_station,Missing,Non accessible,POINT (2.2899508476257324 48.80466079711914),12269
789,2.2899508,48.80466,92020.0,Missing,Missing,non accessible,accès libre,charging_station,Missing,Non accessible,POINT (2.2899508476257324 48.80466079711914),12270
790,2.305081,48.904037,92024.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.3050808906555176 48.90403747558594),12258
790,2.305081,48.904037,92024.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.3050808906555176 48.90403747558594),12259
790,2.305081,48.904037,92024.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.3050808906555176 48.90403747558594),12384
790,2.305081,48.904037,92024.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.3050808906555176 48.90403747558594),12385
790,2.305081,48.904037,92024.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.3050808906555176 48.90403747558594),12510
790,2.305081,48.904037,92024.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.3050808906555176 48.90403747558594),12511
791,2.2945259,48.92399,92036.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.2945258617401123 48.923988342285156),12130
791,2.2945259,48.92399,92036.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.2945258617401123 48.923988342285156),12131
791,2.2945259,48.92399,92036.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.2945258617401123 48.923988342285156),12256
791,2.2945259,48.92399,92036.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.2945258617401123 48.923988342285156),12257
791,2.2945259,48.92399,92036.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.2945258617401123 48.923988342285156),12382
792,2.297359,48.920036,92036.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.297358989715576 48.92003631591797),12130
792,2.297359,48.920036,92036.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.297358989715576 48.92003631591797),12131
792,2.297359,48.920036,92036.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.297358989715576 48.92003631591797),12256
792,2.297359,48.920036,92036.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.297358989715576 48.92003631591797),12257
792,2.297359,48.920036,92036.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.297358989715576 48.92003631591797),12383
793,2.3011713,48.93023,92036.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.30117130279541 48.93022918701172),12255
793,2.3011713,48.93023,92036.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.30117130279541 48.93022918701172),12256
793,2.3011713,48.93023,92036.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.30117130279541 48.93022918701172),12381
793,2.3011713,48.93023,92036.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.30117130279541 48.93022918701172),12382
794,2.3034327,48.946228,92036.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.3034327030181885 48.94622802734375),12253
794,2.3034327,48.946228,92036.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.3034327030181885 48.94622802734375),12254
794,2.3034327,48.946228,92036.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.3034327030181885 48.94622802734375),12379
794,2.3034327,48.946228,92036.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.3034327030181885 48.94622802734375),12380
794,2.3034327,48.946228,92036.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.3034327030181885 48.94622802734375),12506
795,2.3065228,48.933746,92036.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.306522846221924 48.933746337890625),12255
795,2.3065228,48.933746,92036.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.306522846221924 48.933746337890625),12381
795,2.3065228,48.933746,92036.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.306522846221924 48.933746337890625),12382
795,2.3065228,48.933746,92036.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.306522846221924 48.933746337890625),12507
796,2.3070283,48.917633,92036.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.307028293609619 48.917633056640625),12257
796,2.3070283,48.917633,92036.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.307028293609619 48.917633056640625),12383
796,2.3070283,48.917633,92036.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.307028293609619 48.917633056640625),12384
796,2.3070283,48.917633,92036.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.307028293609619 48.917633056640625),12509
797,2.3140788,48.919853,92036.0,True,Missing,non accessible,accès libre,charging_station,Missing,Non accessible,POINT (2.3140788078308105 48.91985321044922),12382
797,2.3140788,48.919853,92036.0,True,Missing,non accessible,accès libre,charging_station,Missing,Non accessible,POINT (2.3140788078308105 48.91985321044922),12383
797,2.3140788,48.919853,92036.0,True,Missing,non accessible,accès libre,charging_station,Missing,Non accessible,POINT (2.3140788078308105 48.91985321044922),12508
797,2.3140788,48.919853,92036.0,True,Missing,non accessible,accès libre,charging_station,Missing,Non accessible,POINT (2.3140788078308105 48.91985321044922),12509
797,2.3140788,48.919853,92036.0,True,Missing,non accessible,accès libre,charging_station,Missing,Non accessible,POINT (2.3140788078308105 48.91985321044922),12635
798,2.3141167,48.927074,92036.0,True,Missing,non accessible,accès libre,charging_station,Missing,Non accessible,POINT (2.3141167163848877 48.92707443237305),12382
798,2.3141167,48.927074,92036.0,True,Missing,non accessible,accès libre,charging_station,Missing,Non accessible,POINT (2.3141167163848877 48.92707443237305),12507
798,2.3141167,48.927074,92036.0,True,Missing,non accessible,accès libre,charging_station,Missing,Non accessible,POINT (2.3141167163848877 48.92707443237305),12508
798,2.3141167,48.927074,92036.0,True,Missing,non accessible,accès libre,charging_station,Missing,Non accessible,POINT (2.3141167163848877 48.92707443237305),12634
799,2.3209436,48.92286,92036.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.320943593978882 48.92285919189453),12508
799,2.3209436,48.92286,92036.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.320943593978882 48.92285919189453),12509
799,2.3209436,48.92286,92036.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.320943593978882 48.92285919189453),12634
799,2.3209436,48.92286,92036.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.320943593978882 48.92285919189453),12635
800,2.2239485,48.873997,92073.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.2239484786987305 48.87399673461914),11128
800,2.2239485,48.873997,92073.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.2239484786987305 48.87399673461914),11253
800,2.2239485,48.873997,92073.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.2239484786987305 48.87399673461914),11254
800,2.2239485,48.873997,92073.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.2239484786987305 48.87399673461914),11380
801,2.3109992,49.0412,95091.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.3109991550445557 49.04119873046875),12369
801,2.3109992,49.0412,95091.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.3109991550445557 49.04119873046875),12370
801,2.3109992,49.0412,95091.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.3109991550445557 49.04119873046875),12495
801,2.3109992,49.0412,95091.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.3109991550445557 49.04119873046875),12496
802,2.3224342,49.045296,95091.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.322434186935425 49.04529571533203),12494
802,2.3224342,49.045296,95091.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.322434186935425 49.04529571533203),12495
802,2.3224342,49.045296,95091.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.322434186935425 49.04529571533203),12620
802,2.3224342,49.045296,95091.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.322434186935425 49.04529571533203),12621
802,2.3224342,49.045296,95091.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.322434186935425 49.04529571533203),12747
803,2.1510072,48.958614,78358.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.1510071754455566 48.958614349365234),10110
803,2.1510072,48.958614,78358.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.1510071754455566 48.958614349365234),10111
803,2.1510072,48.958614,78358.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.1510071754455566 48.958614349365234),10236
803,2.1510072,48.958614,78358.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.1510071754455566 48.958614349365234),10237
803,2.1510072,48.958614,78358.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.1510071754455566 48.958614349365234),10362
804,2.2325294,48.642952,91363.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.232529401779175 48.64295196533203),11279
804,2.2325294,48.642952,91363.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.232529401779175 48.64295196533203),11280
804,2.2325294,48.642952,91363.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.232529401779175 48.64295196533203),11405
804,2.2325294,48.642952,91363.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.232529401779175 48.64295196533203),11406
804,2.2325294,48.642952,91363.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.232529401779175 48.64295196533203),11532
805,2.916951,48.95771,77284.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.9169509410858154 48.95771026611328),20820
805,2.916951,48.95771,77284.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.9169509410858154 48.95771026611328),20821
805,2.916951,48.95771,77284.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.9169509410858154 48.95771026611328),20946
805,2.916951,48.95771,77284.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.9169509410858154 48.95771026611328),20947
805,2.916951,48.95771,77284.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.9169509410858154 48.95771026611328),21072
805,2.916951,48.95771,77284.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.9169509410858154 48.95771026611328),21073
806,2.8771617,48.937325,77276.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.877161741256714 48.93732452392578),20193
806,2.8771617,48.937325,77276.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.877161741256714 48.93732452392578),20318
806,2.8771617,48.937325,77276.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.877161741256714 48.93732452392578),20319
806,2.8771617,48.937325,77276.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.877161741256714 48.93732452392578),20444
806,2.8771617,48.937325,77276.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.877161741256714 48.93732452392578),20445
807,2.606394,48.507877,77152.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.606394052505493 48.507877349853516),16461
807,2.606394,48.507877,77152.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.606394052505493 48.507877349853516),16586
807,2.606394,48.507877,77152.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.606394052505493 48.507877349853516),16587
807,2.606394,48.507877,77152.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.606394052505493 48.507877349853516),16712
807,2.606394,48.507877,77152.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.606394052505493 48.507877349853516),16713
808,2.0850546,49.008675,78172.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.085054636001587 49.00867462158203),9097
808,2.0850546,49.008675,78172.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.085054636001587 49.00867462158203),9222
808,2.0850546,49.008675,78172.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.085054636001587 49.00867462158203),9223
808,2.0850546,49.008675,78172.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.085054636001587 49.00867462158203),9348
808,2.0850546,49.008675,78172.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.085054636001587 49.00867462158203),9349
809,2.1937687,48.861702,92063.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.1937687397003174 48.86170196533203),10625
809,2.1937687,48.861702,92063.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.1937687397003174 48.86170196533203),10751
809,2.1937687,48.861702,92063.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.1937687397003174 48.86170196533203),10752
809,2.1937687,48.861702,92063.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.1937687397003174 48.86170196533203),10877
809,2.1937687,48.861702,92063.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.1937687397003174 48.86170196533203),10878
810,2.3410406,49.039112,95409.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.34104061126709 49.03911209106445),12747
810,2.3410406,49.039112,95409.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.34104061126709 49.03911209106445),12748
810,2.3410406,49.039112,95409.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.34104061126709 49.03911209106445),12873
810,2.3410406,49.039112,95409.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.34104061126709 49.03911209106445),12874
810,2.3410406,49.039112,95409.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.34104061126709 49.03911209106445),12999
810,2.3410406,49.039112,95409.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.34104061126709 49.03911209106445),13000
811,2.405254,48.82684,94018.0,Missing,Missing,non accessible,accès libre,charging_station,Missing,Non accessible,POINT (2.4052538871765137 48.826839447021484),13653
811,2.405254,48.82684,94018.0,Missing,Missing,non accessible,accès libre,charging_station,Missing,Non accessible,POINT (2.4052538871765137 48.826839447021484),13779
811,2.405254,48.82684,94018.0,Missing,Missing,non accessible,accès libre,charging_station,Missing,Non accessible,POINT (2.4052538871765137 48.826839447021484),13780
811,2.405254,48.82684,94018.0,Missing,Missing,non accessible,accès libre,charging_station,Missing,Non accessible,POINT (2.4052538871765137 48.826839447021484),13905
812,2.4896028,48.83316,94052.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.48960280418396 48.833160400390625),14786
812,2.4896028,48.83316,94052.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.48960280418396 48.833160400390625),14912
812,2.4896028,48.83316,94052.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.48960280418396 48.833160400390625),14913
812,2.4896028,48.83316,94052.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.48960280418396 48.833160400390625),15038
812,2.4896028,48.83316,94052.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.48960280418396 48.833160400390625),15039
813,2.489645,48.83312,94052.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.489645004272461 48.8331184387207),14912
813,2.489645,48.83312,94052.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.489645004272461 48.8331184387207),14913
813,2.489645,48.83312,94052.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.489645004272461 48.8331184387207),15038
813,2.489645,48.83312,94052.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.489645004272461 48.8331184387207),15039
814,2.489681,48.833084,94052.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.4896810054779053 48.83308410644531),14912
814,2.489681,48.833084,94052.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.4896810054779053 48.83308410644531),14913
814,2.489681,48.833084,94052.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.4896810054779053 48.83308410644531),15038
814,2.489681,48.833084,94052.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.4896810054779053 48.83308410644531),15039
815,2.4897177,48.83305,94052.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.489717721939087 48.83304977416992),14912
815,2.4897177,48.83305,94052.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.489717721939087 48.83304977416992),14913
815,2.4897177,48.83305,94052.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.489717721939087 48.83304977416992),15038
815,2.4897177,48.83305,94052.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.489717721939087 48.83304977416992),15039
816,2.4897609,48.833004,94052.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.4897608757019043 48.833003997802734),14912
816,2.4897609,48.833004,94052.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.4897608757019043 48.833003997802734),14913
816,2.4897609,48.833004,94052.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.4897608757019043 48.833003997802734),15038
816,2.4897609,48.833004,94052.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.4897608757019043 48.833003997802734),15039
817,2.489806,48.83296,94052.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.4898059368133545 48.83295822143555),14912
817,2.489806,48.83296,94052.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.4898059368133545 48.83295822143555),14913
817,2.489806,48.83296,94052.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.4898059368133545 48.83295822143555),15038
817,2.489806,48.83296,94052.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.4898059368133545 48.83295822143555),15039
818,2.4898324,48.83293,94052.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.4898324012756348 48.83293151855469),14912
818,2.4898324,48.83293,94052.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.4898324012756348 48.83293151855469),14913
818,2.4898324,48.83293,94052.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.4898324012756348 48.83293151855469),15038
818,2.4898324,48.83293,94052.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.4898324012756348 48.83293151855469),15039
819,2.2201488,48.886677,92050.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.220148801803589 48.88667678833008),11126
819,2.2201488,48.886677,92050.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.220148801803589 48.88667678833008),11127
819,2.2201488,48.886677,92050.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.220148801803589 48.88667678833008),11252
819,2.2201488,48.886677,92050.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.220148801803589 48.88667678833008),11253
820,2.3631172,48.71239,91479.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.363117218017578 48.7123908996582),13036
820,2.3631172,48.71239,91479.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.363117218017578 48.7123908996582),13161
820,2.3631172,48.71239,91479.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.363117218017578 48.7123908996582),13162
820,2.3631172,48.71239,91479.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.363117218017578 48.7123908996582),13287
820,2.3631172,48.71239,91479.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.363117218017578 48.7123908996582),13288
821,2.434515,48.743687,94077.0,Missing,Missing,accessibilité inconnue,accès réservé,charging_station,Missing,Accès réservé,POINT (2.4345149993896484 48.74368667602539),14040
821,2.434515,48.743687,94077.0,Missing,Missing,accessibilité inconnue,accès réservé,charging_station,Missing,Accès réservé,POINT (2.4345149993896484 48.74368667602539),14166
821,2.434515,48.743687,94077.0,Missing,Missing,accessibilité inconnue,accès réservé,charging_station,Missing,Accès réservé,POINT (2.4345149993896484 48.74368667602539),14167
821,2.434515,48.743687,94077.0,Missing,Missing,accessibilité inconnue,accès réservé,charging_station,Missing,Accès réservé,POINT (2.4345149993896484 48.74368667602539),14292
821,2.434515,48.743687,94077.0,Missing,Missing,accessibilité inconnue,accès réservé,charging_station,Missing,Accès réservé,POINT (2.4345149993896484 48.74368667602539),14293
822,2.3051732,48.610924,91103.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.30517315864563 48.610923767089844),12291
822,2.3051732,48.610924,91103.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.30517315864563 48.610923767089844),12417
822,2.3051732,48.610924,91103.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.30517315864563 48.610923767089844),12418
822,2.3051732,48.610924,91103.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.30517315864563 48.610923767089844),12543
823,2.319502,48.64969,91549.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.319502115249634 48.649688720703125),12413
823,2.319502,48.64969,91549.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.319502115249634 48.649688720703125),12538
823,2.319502,48.64969,91549.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.319502115249634 48.649688720703125),12539
823,2.319502,48.64969,91549.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.319502115249634 48.649688720703125),12664
823,2.319502,48.64969,91549.0,Missing,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.319502115249634 48.649688720703125),12665
824,2.3849535,48.68159,91687.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.384953498840332 48.68159103393555),13417
824,2.3849535,48.68159,91687.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.384953498840332 48.68159103393555),13418
824,2.3849535,48.68159,91687.0,True,Missing,accessibilité inconnue,accès libre,charging_station,Missing,Accès libre,POINT (2.384953498840332 48.68159103393555),13543
