,X,Y,ATM/Agence,com_insee,com_nom,Type,Type_détaillé,geometry,0
869,1.9449469,48.7547115997532,atm,78644,La Verrière,banque,Missing,POINT (1.9449469 48.7547115997532),7361
869,1.9449469,48.7547115997532,atm,78644,La Verrière,banque,Missing,POINT (1.9449469 48.7547115997532),7362
869,1.9449469,48.7547115997532,atm,78644,La Verrière,banque,Missing,POINT (1.9449469 48.7547115997532),7487
870,2.0820133,48.8953855997183,bank,78551,Saint-Germain-en-Laye,banque,Société Générale,POINT (2.0820133 48.8953855997183),9109
870,2.0820133,48.8953855997183,bank,78551,Saint-Germain-en-Laye,banque,Société Générale,POINT (2.0820133 48.8953855997183),9110
870,2.0820133,48.8953855997183,bank,78551,Saint-Germain-en-Laye,banque,Société Générale,POINT (2.0820133 48.8953855997183),9235
870,2.0820133,48.8953855997183,bank,78551,Saint-Germain-en-Laye,banque,Société Générale,POINT (2.0820133 48.8953855997183),9236
870,2.0820133,48.8953855997183,bank,78551,Saint-Germain-en-Laye,banque,Société Générale,POINT (2.0820133 48.8953855997183),9361
870,2.0820133,48.8953855997183,bank,78551,Saint-Germain-en-Laye,banque,Société Générale,POINT (2.0820133 48.8953855997183),9362
871,3.0943347,48.8214107997366,atm,77131,Coulommiers,banque,Missing,POINT (3.0943347 48.8214107997366),23355
871,3.0943347,48.8214107997366,atm,77131,Coulommiers,banque,Missing,POINT (3.0943347 48.8214107997366),23356
871,3.0943347,48.8214107997366,atm,77131,Coulommiers,banque,Missing,POINT (3.0943347 48.8214107997366),23481
871,3.0943347,48.8214107997366,atm,77131,Coulommiers,banque,Missing,POINT (3.0943347 48.8214107997366),23482
871,3.0943347,48.8214107997366,atm,77131,Coulommiers,banque,Missing,POINT (3.0943347 48.8214107997366),23608
872,2.3430808,48.8466833997303,bank,75056,Paris,banque,CIC,POINT (2.3430808 48.8466833997303),12769
872,2.3430808,48.8466833997303,bank,75056,Paris,banque,CIC,POINT (2.3430808 48.8466833997303),12894
872,2.3430808,48.8466833997303,bank,75056,Paris,banque,CIC,POINT (2.3430808 48.8466833997303),12895
872,2.3430808,48.8466833997303,bank,75056,Paris,banque,CIC,POINT (2.3430808 48.8466833997303),13021
873,2.3440651,48.8464533997304,bank,75056,Paris,banque,Caisse d'Epargne,POINT (2.3440651 48.8464533997304),12769
873,2.3440651,48.8464533997304,bank,75056,Paris,banque,Caisse d'Epargne,POINT (2.3440651 48.8464533997304),12894
873,2.3440651,48.8464533997304,bank,75056,Paris,banque,Caisse d'Epargne,POINT (2.3440651 48.8464533997304),12895
873,2.3440651,48.8464533997304,bank,75056,Paris,banque,Caisse d'Epargne,POINT (2.3440651 48.8464533997304),13021
874,2.3452809,48.8506965997294,bank,75056,Paris,banque,Crédit Mutuel,POINT (2.3452809 48.8506965997294),12768
874,2.3452809,48.8506965997294,bank,75056,Paris,banque,Crédit Mutuel,POINT (2.3452809 48.8506965997294),12894
874,2.3452809,48.8506965997294,bank,75056,Paris,banque,Crédit Mutuel,POINT (2.3452809 48.8506965997294),12895
874,2.3452809,48.8506965997294,bank,75056,Paris,banque,Crédit Mutuel,POINT (2.3452809 48.8506965997294),13020
874,2.3452809,48.8506965997294,bank,75056,Paris,banque,Crédit Mutuel,POINT (2.3452809 48.8506965997294),13021
875,2.3478821,48.8500650997295,bank,75056,Paris,banque,Missing,POINT (2.3478821 48.8500650997295),12894
875,2.3478821,48.8500650997295,bank,75056,Paris,banque,Missing,POINT (2.3478821 48.8500650997295),12895
875,2.3478821,48.8500650997295,bank,75056,Paris,banque,Missing,POINT (2.3478821 48.8500650997295),13020
875,2.3478821,48.8500650997295,bank,75056,Paris,banque,Missing,POINT (2.3478821 48.8500650997295),13021
876,2.2543896,48.8814379997217,bank,92051,Neuilly-sur-Seine,banque,BNP Paribas,POINT (2.2543896 48.8814379997217),11505
876,2.2543896,48.8814379997217,bank,92051,Neuilly-sur-Seine,banque,BNP Paribas,POINT (2.2543896 48.8814379997217),11631
876,2.2543896,48.8814379997217,bank,92051,Neuilly-sur-Seine,banque,BNP Paribas,POINT (2.2543896 48.8814379997217),11632
876,2.2543896,48.8814379997217,bank,92051,Neuilly-sur-Seine,banque,BNP Paribas,POINT (2.2543896 48.8814379997217),11757
877,2.2492502,48.8769929997228,bank,92051,Neuilly-sur-Seine,banque,HSBC,POINT (2.2492502 48.8769929997228),11505
877,2.2492502,48.8769929997228,bank,92051,Neuilly-sur-Seine,banque,HSBC,POINT (2.2492502 48.8769929997228),11506
877,2.2492502,48.8769929997228,bank,92051,Neuilly-sur-Seine,banque,HSBC,POINT (2.2492502 48.8769929997228),11631
877,2.2492502,48.8769929997228,bank,92051,Neuilly-sur-Seine,banque,HSBC,POINT (2.2492502 48.8769929997228),11632
878,2.2496511,48.8768916997229,bank,92051,Neuilly-sur-Seine,banque,Société Générale,POINT (2.2496511 48.8768916997229),11505
878,2.2496511,48.8768916997229,bank,92051,Neuilly-sur-Seine,banque,Société Générale,POINT (2.2496511 48.8768916997229),11506
878,2.2496511,48.8768916997229,bank,92051,Neuilly-sur-Seine,banque,Société Générale,POINT (2.2496511 48.8768916997229),11631
878,2.2496511,48.8768916997229,bank,92051,Neuilly-sur-Seine,banque,Société Générale,POINT (2.2496511 48.8768916997229),11632
878,2.2496511,48.8768916997229,bank,92051,Neuilly-sur-Seine,banque,Société Générale,POINT (2.2496511 48.8768916997229),11758
879,2.3585227,48.9107786997144,bank,93066,Saint-Denis,banque,Crédit Agricole,POINT (2.3585227 48.9107786997144),13013
879,2.3585227,48.9107786997144,bank,93066,Saint-Denis,banque,Crédit Agricole,POINT (2.3585227 48.9107786997144),13014
879,2.3585227,48.9107786997144,bank,93066,Saint-Denis,banque,Crédit Agricole,POINT (2.3585227 48.9107786997144),13139
879,2.3585227,48.9107786997144,bank,93066,Saint-Denis,banque,Crédit Agricole,POINT (2.3585227 48.9107786997144),13140
879,2.3585227,48.9107786997144,bank,93066,Saint-Denis,banque,Crédit Agricole,POINT (2.3585227 48.9107786997144),13266
880,2.3584941,48.9111753997143,bank,93066,Saint-Denis,banque,Crédit Mutuel,POINT (2.3584941 48.9111753997143),13013
880,2.3584941,48.9111753997143,bank,93066,Saint-Denis,banque,Crédit Mutuel,POINT (2.3584941 48.9111753997143),13014
880,2.3584941,48.9111753997143,bank,93066,Saint-Denis,banque,Crédit Mutuel,POINT (2.3584941 48.9111753997143),13139
880,2.3584941,48.9111753997143,bank,93066,Saint-Denis,banque,Crédit Mutuel,POINT (2.3584941 48.9111753997143),13140
880,2.3584941,48.9111753997143,bank,93066,Saint-Denis,banque,Crédit Mutuel,POINT (2.3584941 48.9111753997143),13266
881,2.2948107,48.7773291997476,atm,92071,Sceaux,banque,Missing,POINT (2.2948107 48.7773291997476),12146
881,2.2948107,48.7773291997476,atm,92071,Sceaux,banque,Missing,POINT (2.2948107 48.7773291997476),12147
881,2.2948107,48.7773291997476,atm,92071,Sceaux,banque,Missing,POINT (2.2948107 48.7773291997476),12272
881,2.2948107,48.7773291997476,atm,92071,Sceaux,banque,Missing,POINT (2.2948107 48.7773291997476),12273
881,2.2948107,48.7773291997476,atm,92071,Sceaux,banque,Missing,POINT (2.2948107 48.7773291997476),12399
882,2.2947731,48.7773389997476,bank,92071,Sceaux,banque,BNP Paribas,POINT (2.2947731 48.7773389997476),12146
882,2.2947731,48.7773389997476,bank,92071,Sceaux,banque,BNP Paribas,POINT (2.2947731 48.7773389997476),12147
882,2.2947731,48.7773389997476,bank,92071,Sceaux,banque,BNP Paribas,POINT (2.2947731 48.7773389997476),12272
882,2.2947731,48.7773389997476,bank,92071,Sceaux,banque,BNP Paribas,POINT (2.2947731 48.7773389997476),12273
882,2.2947731,48.7773389997476,bank,92071,Sceaux,banque,BNP Paribas,POINT (2.2947731 48.7773389997476),12399
883,2.5319235,48.856034899728,bank,93050,Neuilly-sur-Marne,banque,Crédit Agricole,POINT (2.5319235 48.856034899728),15414
883,2.5319235,48.856034899728,bank,93050,Neuilly-sur-Marne,banque,Crédit Agricole,POINT (2.5319235 48.856034899728),15539
883,2.5319235,48.856034899728,bank,93050,Neuilly-sur-Marne,banque,Crédit Agricole,POINT (2.5319235 48.856034899728),15540
883,2.5319235,48.856034899728,bank,93050,Neuilly-sur-Marne,banque,Crédit Agricole,POINT (2.5319235 48.856034899728),15666
884,2.3549277,48.9183884997126,bank,93066,Saint-Denis,banque,LCL,POINT (2.3549277 48.9183884997126),12887
884,2.3549277,48.9183884997126,bank,93066,Saint-Denis,banque,LCL,POINT (2.3549277 48.9183884997126),13012
884,2.3549277,48.9183884997126,bank,93066,Saint-Denis,banque,LCL,POINT (2.3549277 48.9183884997126),13013
884,2.3549277,48.9183884997126,bank,93066,Saint-Denis,banque,LCL,POINT (2.3549277 48.9183884997126),13139
885,2.292176,48.8506023997294,bank,75056,Paris,banque,BRED/Banque populaire,POINT (2.292176 48.8506023997294),12138
885,2.292176,48.8506023997294,bank,75056,Paris,banque,BRED/Banque populaire,POINT (2.292176 48.8506023997294),12139
885,2.292176,48.8506023997294,bank,75056,Paris,banque,BRED/Banque populaire,POINT (2.292176 48.8506023997294),12264
885,2.292176,48.8506023997294,bank,75056,Paris,banque,BRED/Banque populaire,POINT (2.292176 48.8506023997294),12265
886,2.1873913,48.9264208997106,bank,78311,Houilles,banque,HSBC,POINT (2.1873913 48.9264208997106),10618
886,2.1873913,48.9264208997106,bank,78311,Houilles,banque,HSBC,POINT (2.1873913 48.9264208997106),10744
886,2.1873913,48.9264208997106,bank,78311,Houilles,banque,HSBC,POINT (2.1873913 48.9264208997106),10745
886,2.1873913,48.9264208997106,bank,78311,Houilles,banque,HSBC,POINT (2.1873913 48.9264208997106),10870
887,2.2814225,48.844158299731,bank,75056,Paris,banque,BNP Paribas,POINT (2.2814225 48.844158299731),11887
887,2.2814225,48.844158299731,bank,75056,Paris,banque,BNP Paribas,POINT (2.2814225 48.844158299731),12013
887,2.2814225,48.844158299731,bank,75056,Paris,banque,BNP Paribas,POINT (2.2814225 48.844158299731),12014
887,2.2814225,48.844158299731,bank,75056,Paris,banque,BNP Paribas,POINT (2.2814225 48.844158299731),12139
887,2.2814225,48.844158299731,bank,75056,Paris,banque,BNP Paribas,POINT (2.2814225 48.844158299731),12140
888,2.5344924,48.8852642997208,bank,93032,Gagny,banque,BRED/Banque populaire,POINT (2.5344924 48.8852642997208),15411
888,2.5344924,48.8852642997208,bank,93032,Gagny,banque,BRED/Banque populaire,POINT (2.5344924 48.8852642997208),15536
888,2.5344924,48.8852642997208,bank,93032,Gagny,banque,BRED/Banque populaire,POINT (2.5344924 48.8852642997208),15537
888,2.5344924,48.8852642997208,bank,93032,Gagny,banque,BRED/Banque populaire,POINT (2.5344924 48.8852642997208),15662
888,2.5344924,48.8852642997208,bank,93032,Gagny,banque,BRED/Banque populaire,POINT (2.5344924 48.8852642997208),15663
889,1.8934865,48.7171471997625,atm,78220,Les Essarts-le-Roi,banque,Missing,POINT (1.8934865 48.7171471997625),6483
889,1.8934865,48.7171471997625,atm,78220,Les Essarts-le-Roi,banque,Missing,POINT (1.8934865 48.7171471997625),6484
889,1.8934865,48.7171471997625,atm,78220,Les Essarts-le-Roi,banque,Missing,POINT (1.8934865 48.7171471997625),6609
889,1.8934865,48.7171471997625,atm,78220,Les Essarts-le-Roi,banque,Missing,POINT (1.8934865 48.7171471997625),6610
889,1.8934865,48.7171471997625,atm,78220,Les Essarts-le-Roi,banque,Missing,POINT (1.8934865 48.7171471997625),6735
889,1.8934865,48.7171471997625,atm,78220,Les Essarts-le-Roi,banque,Missing,POINT (1.8934865 48.7171471997625),6736
890,1.8940128,48.7175756997624,atm,78220,Les Essarts-le-Roi,banque,Missing,POINT (1.8940128 48.7175756997624),6483
890,1.8940128,48.7175756997624,atm,78220,Les Essarts-le-Roi,banque,Missing,POINT (1.8940128 48.7175756997624),6609
890,1.8940128,48.7175756997624,atm,78220,Les Essarts-le-Roi,banque,Missing,POINT (1.8940128 48.7175756997624),6610
890,1.8940128,48.7175756997624,atm,78220,Les Essarts-le-Roi,banque,Missing,POINT (1.8940128 48.7175756997624),6735
890,1.8940128,48.7175756997624,atm,78220,Les Essarts-le-Roi,banque,Missing,POINT (1.8940128 48.7175756997624),6736
891,1.8942638,48.7177757997623,atm,78220,Les Essarts-le-Roi,banque,Missing,POINT (1.8942638 48.7177757997623),6483
891,1.8942638,48.7177757997623,atm,78220,Les Essarts-le-Roi,banque,Missing,POINT (1.8942638 48.7177757997623),6609
891,1.8942638,48.7177757997623,atm,78220,Les Essarts-le-Roi,banque,Missing,POINT (1.8942638 48.7177757997623),6610
891,1.8942638,48.7177757997623,atm,78220,Les Essarts-le-Roi,banque,Missing,POINT (1.8942638 48.7177757997623),6735
891,1.8942638,48.7177757997623,atm,78220,Les Essarts-le-Roi,banque,Missing,POINT (1.8942638 48.7177757997623),6736
892,2.319154,48.8910395997193,atm,75056,Paris,banque,Missing,POINT (2.319154 48.8910395997193),12386
892,2.319154,48.8910395997193,atm,75056,Paris,banque,Missing,POINT (2.319154 48.8910395997193),12512
892,2.319154,48.8910395997193,atm,75056,Paris,banque,Missing,POINT (2.319154 48.8910395997193),12638
893,2.3063834,48.9700305996997,bank,95210,Enghien-les-Bains,banque,Société Générale,POINT (2.3063834 48.9700305996997),12251
893,2.3063834,48.9700305996997,bank,95210,Enghien-les-Bains,banque,Société Générale,POINT (2.3063834 48.9700305996997),12377
893,2.3063834,48.9700305996997,bank,95210,Enghien-les-Bains,banque,Société Générale,POINT (2.3063834 48.9700305996997),12378
893,2.3063834,48.9700305996997,bank,95210,Enghien-les-Bains,banque,Société Générale,POINT (2.3063834 48.9700305996997),12503
894,2.3070313,48.9705871996996,bank,95210,Enghien-les-Bains,banque,BNP Paribas,POINT (2.3070313 48.9705871996996),12251
894,2.3070313,48.9705871996996,bank,95210,Enghien-les-Bains,banque,BNP Paribas,POINT (2.3070313 48.9705871996996),12377
894,2.3070313,48.9705871996996,bank,95210,Enghien-les-Bains,banque,BNP Paribas,POINT (2.3070313 48.9705871996996),12378
894,2.3070313,48.9705871996996,bank,95210,Enghien-les-Bains,banque,BNP Paribas,POINT (2.3070313 48.9705871996996),12503
895,2.3462157,48.8259419997355,atm,75056,Paris,banque,Banque Postale,POINT (2.3462157 48.8259419997355),12771
895,2.3462157,48.8259419997355,atm,75056,Paris,banque,Banque Postale,POINT (2.3462157 48.8259419997355),12897
895,2.3462157,48.8259419997355,atm,75056,Paris,banque,Banque Postale,POINT (2.3462157 48.8259419997355),12898
895,2.3462157,48.8259419997355,atm,75056,Paris,banque,Banque Postale,POINT (2.3462157 48.8259419997355),13023
895,2.3462157,48.8259419997355,atm,75056,Paris,banque,Banque Postale,POINT (2.3462157 48.8259419997355),13024
896,2.4184826,48.8525879997289,atm,93048,Montreuil,banque,BNP Paribas,POINT (2.4184826 48.8525879997289),13776
896,2.4184826,48.8525879997289,atm,93048,Montreuil,banque,BNP Paribas,POINT (2.4184826 48.8525879997289),13902
896,2.4184826,48.8525879997289,atm,93048,Montreuil,banque,BNP Paribas,POINT (2.4184826 48.8525879997289),13903
896,2.4184826,48.8525879997289,atm,93048,Montreuil,banque,BNP Paribas,POINT (2.4184826 48.8525879997289),14028
896,2.4184826,48.8525879997289,atm,93048,Montreuil,banque,BNP Paribas,POINT (2.4184826 48.8525879997289),14029
897,2.228084,48.8207185997368,bank,92048,Meudon,banque,BNP Paribas,POINT (2.228084 48.8207185997368),11134
897,2.228084,48.8207185997368,bank,92048,Meudon,banque,BNP Paribas,POINT (2.228084 48.8207185997368),11259
897,2.228084,48.8207185997368,bank,92048,Meudon,banque,BNP Paribas,POINT (2.228084 48.8207185997368),11260
897,2.228084,48.8207185997368,bank,92048,Meudon,banque,BNP Paribas,POINT (2.228084 48.8207185997368),11385
897,2.228084,48.8207185997368,bank,92048,Meudon,banque,BNP Paribas,POINT (2.228084 48.8207185997368),11386
898,2.2285601,48.8203838997369,bank,92048,Meudon,banque,Société Générale,POINT (2.2285601 48.8203838997369),11134
898,2.2285601,48.8203838997369,bank,92048,Meudon,banque,Société Générale,POINT (2.2285601 48.8203838997369),11259
898,2.2285601,48.8203838997369,bank,92048,Meudon,banque,Société Générale,POINT (2.2285601 48.8203838997369),11260
898,2.2285601,48.8203838997369,bank,92048,Meudon,banque,Société Générale,POINT (2.2285601 48.8203838997369),11385
898,2.2285601,48.8203838997369,bank,92048,Meudon,banque,Société Générale,POINT (2.2285601 48.8203838997369),11386
899,2.0115343,48.803725199741,bank,78073,Bois-d'Arcy,banque,LCL,POINT (2.0115343 48.803725199741),8112
899,2.0115343,48.803725199741,bank,78073,Bois-d'Arcy,banque,LCL,POINT (2.0115343 48.803725199741),8237
899,2.0115343,48.803725199741,bank,78073,Bois-d'Arcy,banque,LCL,POINT (2.0115343 48.803725199741),8238
899,2.0115343,48.803725199741,bank,78073,Bois-d'Arcy,banque,LCL,POINT (2.0115343 48.803725199741),8363
899,2.0115343,48.803725199741,bank,78073,Bois-d'Arcy,banque,LCL,POINT (2.0115343 48.803725199741),8364
900,2.4563609,48.8768888997228,bank,93048,Montreuil,banque,BRED/Banque populaire,POINT (2.4563609 48.8768888997228),14403
900,2.4563609,48.8768888997228,bank,93048,Montreuil,banque,BRED/Banque populaire,POINT (2.4563609 48.8768888997228),14404
900,2.4563609,48.8768888997228,bank,93048,Montreuil,banque,BRED/Banque populaire,POINT (2.4563609 48.8768888997228),14529
900,2.4563609,48.8768888997228,bank,93048,Montreuil,banque,BRED/Banque populaire,POINT (2.4563609 48.8768888997228),14530
900,2.4563609,48.8768888997228,bank,93048,Montreuil,banque,BRED/Banque populaire,POINT (2.4563609 48.8768888997228),14656
901,2.4360669,48.8575623997277,bank,93048,Montreuil,banque,BNP Paribas,POINT (2.4360669 48.8575623997277),14028
901,2.4360669,48.8575623997277,bank,93048,Montreuil,banque,BNP Paribas,POINT (2.4360669 48.8575623997277),14153
901,2.4360669,48.8575623997277,bank,93048,Montreuil,banque,BNP Paribas,POINT (2.4360669 48.8575623997277),14154
901,2.4360669,48.8575623997277,bank,93048,Montreuil,banque,BNP Paribas,POINT (2.4360669 48.8575623997277),14279
901,2.4360669,48.8575623997277,bank,93048,Montreuil,banque,BNP Paribas,POINT (2.4360669 48.8575623997277),14280
902,2.4353574,48.8577389997276,bank,93048,Montreuil,banque,Société Générale,POINT (2.4353574 48.8577389997276),14028
902,2.4353574,48.8577389997276,bank,93048,Montreuil,banque,Société Générale,POINT (2.4353574 48.8577389997276),14153
902,2.4353574,48.8577389997276,bank,93048,Montreuil,banque,Société Générale,POINT (2.4353574 48.8577389997276),14154
902,2.4353574,48.8577389997276,bank,93048,Montreuil,banque,Société Générale,POINT (2.4353574 48.8577389997276),14279
902,2.4353574,48.8577389997276,bank,93048,Montreuil,banque,Société Générale,POINT (2.4353574 48.8577389997276),14280
903,2.2496613,48.8952625997183,bank,92026,Courbevoie,banque,LCL,POINT (2.2496613 48.8952625997183),11503
903,2.2496613,48.8952625997183,bank,92026,Courbevoie,banque,LCL,POINT (2.2496613 48.8952625997183),11504
903,2.2496613,48.8952625997183,bank,92026,Courbevoie,banque,LCL,POINT (2.2496613 48.8952625997183),11629
903,2.2496613,48.8952625997183,bank,92026,Courbevoie,banque,LCL,POINT (2.2496613 48.8952625997183),11630
904,2.3562527,48.8724941997239,atm,75056,Paris,banque,Banque Postale,POINT (2.3562527 48.8724941997239),13018
904,2.3562527,48.8724941997239,atm,75056,Paris,banque,Banque Postale,POINT (2.3562527 48.8724941997239),13144
904,2.3562527,48.8724941997239,atm,75056,Paris,banque,Banque Postale,POINT (2.3562527 48.8724941997239),13270
905,2.356258,48.8725035997239,atm,75056,Paris,banque,Missing,POINT (2.356258 48.8725035997239),13018
905,2.356258,48.8725035997239,atm,75056,Paris,banque,Missing,POINT (2.356258 48.8725035997239),13144
905,2.356258,48.8725035997239,atm,75056,Paris,banque,Missing,POINT (2.356258 48.8725035997239),13270
906,2.4180903,48.9899311996948,bank,95019,Arnouville,banque,BRED/Banque populaire,POINT (2.4180903 48.9899311996948),13761
906,2.4180903,48.9899311996948,bank,95019,Arnouville,banque,BRED/Banque populaire,POINT (2.4180903 48.9899311996948),13887
906,2.4180903,48.9899311996948,bank,95019,Arnouville,banque,BRED/Banque populaire,POINT (2.4180903 48.9899311996948),14013
907,2.3024314,48.7540436997533,bank,92002,Antony,banque,Société Générale,POINT (2.3024314 48.7540436997533),12275
907,2.3024314,48.7540436997533,bank,92002,Antony,banque,Société Générale,POINT (2.3024314 48.7540436997533),12276
907,2.3024314,48.7540436997533,bank,92002,Antony,banque,Société Générale,POINT (2.3024314 48.7540436997533),12401
907,2.3024314,48.7540436997533,bank,92002,Antony,banque,Société Générale,POINT (2.3024314 48.7540436997533),12402
907,2.3024314,48.7540436997533,bank,92002,Antony,banque,Société Générale,POINT (2.3024314 48.7540436997533),12527
908,2.0105203,49.0492821996801,bank,95127,Cergy,banque,Crédit Agricole,POINT (2.0105203 49.0492821996801),8084
908,2.0105203,49.0492821996801,bank,95127,Cergy,banque,Crédit Agricole,POINT (2.0105203 49.0492821996801),8085
908,2.0105203,49.0492821996801,bank,95127,Cergy,banque,Crédit Agricole,POINT (2.0105203 49.0492821996801),8210
908,2.0105203,49.0492821996801,bank,95127,Cergy,banque,Crédit Agricole,POINT (2.0105203 49.0492821996801),8211
908,2.0105203,49.0492821996801,bank,95127,Cergy,banque,Crédit Agricole,POINT (2.0105203 49.0492821996801),8336
908,2.0105203,49.0492821996801,bank,95127,Cergy,banque,Crédit Agricole,POINT (2.0105203 49.0492821996801),8337
909,2.2854629,48.9572177997029,bank,95018,Argenteuil,banque,Caisse d'Epargne,POINT (2.2854629 48.9572177997029),12000
909,2.2854629,48.9572177997029,bank,95018,Argenteuil,banque,Caisse d'Epargne,POINT (2.2854629 48.9572177997029),12001
909,2.2854629,48.9572177997029,bank,95018,Argenteuil,banque,Caisse d'Epargne,POINT (2.2854629 48.9572177997029),12126
909,2.2854629,48.9572177997029,bank,95018,Argenteuil,banque,Caisse d'Epargne,POINT (2.2854629 48.9572177997029),12127
909,2.2854629,48.9572177997029,bank,95018,Argenteuil,banque,Caisse d'Epargne,POINT (2.2854629 48.9572177997029),12253
910,2.2866136,48.9574290997029,bank,95018,Argenteuil,banque,LCL,POINT (2.2866136 48.9574290997029),12000
910,2.2866136,48.9574290997029,bank,95018,Argenteuil,banque,LCL,POINT (2.2866136 48.9574290997029),12001
910,2.2866136,48.9574290997029,bank,95018,Argenteuil,banque,LCL,POINT (2.2866136 48.9574290997029),12126
910,2.2866136,48.9574290997029,bank,95018,Argenteuil,banque,LCL,POINT (2.2866136 48.9574290997029),12127
910,2.2866136,48.9574290997029,bank,95018,Argenteuil,banque,LCL,POINT (2.2866136 48.9574290997029),12252
910,2.2866136,48.9574290997029,bank,95018,Argenteuil,banque,LCL,POINT (2.2866136 48.9574290997029),12253
911,2.2479974,48.8984644997175,bank,92026,Courbevoie,banque,HSBC,POINT (2.2479974 48.8984644997175),11377
911,2.2479974,48.8984644997175,bank,92026,Courbevoie,banque,HSBC,POINT (2.2479974 48.8984644997175),11503
911,2.2479974,48.8984644997175,bank,92026,Courbevoie,banque,HSBC,POINT (2.2479974 48.8984644997175),11504
911,2.2479974,48.8984644997175,bank,92026,Courbevoie,banque,HSBC,POINT (2.2479974 48.8984644997175),11629
911,2.2479974,48.8984644997175,bank,92026,Courbevoie,banque,HSBC,POINT (2.2479974 48.8984644997175),11630
912,2.280082,48.860085499727,bank,75056,Paris,banque,BNP Paribas,POINT (2.280082 48.860085499727),11885
912,2.280082,48.860085499727,bank,75056,Paris,banque,BNP Paribas,POINT (2.280082 48.860085499727),11886
912,2.280082,48.860085499727,bank,75056,Paris,banque,BNP Paribas,POINT (2.280082 48.860085499727),12011
912,2.280082,48.860085499727,bank,75056,Paris,banque,BNP Paribas,POINT (2.280082 48.860085499727),12012
912,2.280082,48.860085499727,bank,75056,Paris,banque,BNP Paribas,POINT (2.280082 48.860085499727),12137
912,2.280082,48.860085499727,bank,75056,Paris,banque,BNP Paribas,POINT (2.280082 48.860085499727),12138
913,2.2098003,48.8235236997361,atm,92072,Sèvres,banque,Missing,POINT (2.2098003 48.8235236997361),10881
913,2.2098003,48.8235236997361,atm,92072,Sèvres,banque,Missing,POINT (2.2098003 48.8235236997361),10882
913,2.2098003,48.8235236997361,atm,92072,Sèvres,banque,Missing,POINT (2.2098003 48.8235236997361),11007
913,2.2098003,48.8235236997361,atm,92072,Sèvres,banque,Missing,POINT (2.2098003 48.8235236997361),11008
913,2.2098003,48.8235236997361,atm,92072,Sèvres,banque,Missing,POINT (2.2098003 48.8235236997361),11133
913,2.2098003,48.8235236997361,atm,92072,Sèvres,banque,Missing,POINT (2.2098003 48.8235236997361),11134
914,2.2098928,48.8233806997361,bank,92072,Sèvres,banque,Crédit Mutuel,POINT (2.2098928 48.8233806997361),10881
914,2.2098928,48.8233806997361,bank,92072,Sèvres,banque,Crédit Mutuel,POINT (2.2098928 48.8233806997361),10882
914,2.2098928,48.8233806997361,bank,92072,Sèvres,banque,Crédit Mutuel,POINT (2.2098928 48.8233806997361),11007
914,2.2098928,48.8233806997361,bank,92072,Sèvres,banque,Crédit Mutuel,POINT (2.2098928 48.8233806997361),11008
914,2.2098928,48.8233806997361,bank,92072,Sèvres,banque,Crédit Mutuel,POINT (2.2098928 48.8233806997361),11133
914,2.2098928,48.8233806997361,bank,92072,Sèvres,banque,Crédit Mutuel,POINT (2.2098928 48.8233806997361),11134
915,1.9126794,48.9783603996977,bank,78440,Les Mureaux,banque,Caisse d'Epargne,POINT (1.9126794 48.9783603996977),6706
915,1.9126794,48.9783603996977,bank,78440,Les Mureaux,banque,Caisse d'Epargne,POINT (1.9126794 48.9783603996977),6832
915,1.9126794,48.9783603996977,bank,78440,Les Mureaux,banque,Caisse d'Epargne,POINT (1.9126794 48.9783603996977),6833
915,1.9126794,48.9783603996977,bank,78440,Les Mureaux,banque,Caisse d'Epargne,POINT (1.9126794 48.9783603996977),6958
915,1.9126794,48.9783603996977,bank,78440,Les Mureaux,banque,Caisse d'Epargne,POINT (1.9126794 48.9783603996977),6959
916,2.3082755,48.9697873996998,bank,95210,Enghien-les-Bains,banque,Caisse d'Epargne,POINT (2.3082755 48.9697873996998),12251
916,2.3082755,48.9697873996998,bank,95210,Enghien-les-Bains,banque,Caisse d'Epargne,POINT (2.3082755 48.9697873996998),12377
916,2.3082755,48.9697873996998,bank,95210,Enghien-les-Bains,banque,Caisse d'Epargne,POINT (2.3082755 48.9697873996998),12378
916,2.3082755,48.9697873996998,bank,95210,Enghien-les-Bains,banque,Caisse d'Epargne,POINT (2.3082755 48.9697873996998),12503
916,2.3082755,48.9697873996998,bank,95210,Enghien-les-Bains,banque,Caisse d'Epargne,POINT (2.3082755 48.9697873996998),12504
917,2.4054757,48.8524971997289,bank,75056,Paris,banque,BNP Paribas,POINT (2.4054757 48.8524971997289),13650
917,2.4054757,48.8524971997289,bank,75056,Paris,banque,BNP Paribas,POINT (2.4054757 48.8524971997289),13651
917,2.4054757,48.8524971997289,bank,75056,Paris,banque,BNP Paribas,POINT (2.4054757 48.8524971997289),13776
917,2.4054757,48.8524971997289,bank,75056,Paris,banque,BNP Paribas,POINT (2.4054757 48.8524971997289),13777
917,2.4054757,48.8524971997289,bank,75056,Paris,banque,BNP Paribas,POINT (2.4054757 48.8524971997289),13902
917,2.4054757,48.8524971997289,bank,75056,Paris,banque,BNP Paribas,POINT (2.4054757 48.8524971997289),13903
918,2.2084753,48.8237083997361,bank,92072,Sèvres,banque,LCL,POINT (2.2084753 48.8237083997361),10881
918,2.2084753,48.8237083997361,bank,92072,Sèvres,banque,LCL,POINT (2.2084753 48.8237083997361),10882
