,X,Y,ATM/Agence,com_insee,com_nom,Type,Type_détaillé,geometry,0
2690,2.3477041,48.8739113997236,bank,75056,Paris,banque,HSBC,POINT (2.3477041 48.8739113997236),12891
2690,2.3477041,48.8739113997236,bank,75056,Paris,banque,HSBC,POINT (2.3477041 48.8739113997236),12892
2690,2.3477041,48.8739113997236,bank,75056,Paris,banque,HSBC,POINT (2.3477041 48.8739113997236),13017
2690,2.3477041,48.8739113997236,bank,75056,Paris,banque,HSBC,POINT (2.3477041 48.8739113997236),13018
2690,2.3477041,48.8739113997236,bank,75056,Paris,banque,HSBC,POINT (2.3477041 48.8739113997236),13144
2691,2.3195604,48.8420120997315,atm,75056,Paris,banque,Missing,POINT (2.3195604 48.8420120997315),12517
2691,2.3195604,48.8420120997315,atm,75056,Paris,banque,Missing,POINT (2.3195604 48.8420120997315),12518
2691,2.3195604,48.8420120997315,atm,75056,Paris,banque,Missing,POINT (2.3195604 48.8420120997315),12643
2691,2.3195604,48.8420120997315,atm,75056,Paris,banque,Missing,POINT (2.3195604 48.8420120997315),12644
2692,2.3192862,48.84791559973,atm,75056,Paris,banque,BRED/Banque populaire,POINT (2.3192862 48.84791559973),12391
2692,2.3192862,48.84791559973,atm,75056,Paris,banque,BRED/Banque populaire,POINT (2.3192862 48.84791559973),12516
2692,2.3192862,48.84791559973,atm,75056,Paris,banque,BRED/Banque populaire,POINT (2.3192862 48.84791559973),12517
2692,2.3192862,48.84791559973,atm,75056,Paris,banque,BRED/Banque populaire,POINT (2.3192862 48.84791559973),12642
2692,2.3192862,48.84791559973,atm,75056,Paris,banque,BRED/Banque populaire,POINT (2.3192862 48.84791559973),12643
2693,2.3195921,48.84783699973,atm,75056,Paris,banque,Banque Postale,POINT (2.3195921 48.84783699973),12391
2693,2.3195921,48.84783699973,atm,75056,Paris,banque,Banque Postale,POINT (2.3195921 48.84783699973),12516
2693,2.3195921,48.84783699973,atm,75056,Paris,banque,Banque Postale,POINT (2.3195921 48.84783699973),12517
2693,2.3195921,48.84783699973,atm,75056,Paris,banque,Banque Postale,POINT (2.3195921 48.84783699973),12642
2693,2.3195921,48.84783699973,atm,75056,Paris,banque,Banque Postale,POINT (2.3195921 48.84783699973),12643
2694,2.390714,48.7649100997506,bank,94073,Thiais,banque,BRED/Banque populaire,POINT (2.390714 48.7649100997506),13408
2694,2.390714,48.7649100997506,bank,94073,Thiais,banque,BRED/Banque populaire,POINT (2.390714 48.7649100997506),13534
2694,2.390714,48.7649100997506,bank,94073,Thiais,banque,BRED/Banque populaire,POINT (2.390714 48.7649100997506),13660
2695,2.3768921,48.852213099729,bank,75056,Paris,banque,Crédit Agricole,POINT (2.3768921 48.852213099729),13272
2695,2.3768921,48.852213099729,bank,75056,Paris,banque,Crédit Agricole,POINT (2.3768921 48.852213099729),13273
2695,2.3768921,48.852213099729,bank,75056,Paris,banque,Crédit Agricole,POINT (2.3768921 48.852213099729),13398
2695,2.3768921,48.852213099729,bank,75056,Paris,banque,Crédit Agricole,POINT (2.3768921 48.852213099729),13399
2695,2.3768921,48.852213099729,bank,75056,Paris,banque,Crédit Agricole,POINT (2.3768921 48.852213099729),13524
2696,2.3768852,48.8529441997288,bank,75056,Paris,banque,BRED/Banque populaire,POINT (2.3768852 48.8529441997288),13272
2696,2.3768852,48.8529441997288,bank,75056,Paris,banque,BRED/Banque populaire,POINT (2.3768852 48.8529441997288),13273
2696,2.3768852,48.8529441997288,bank,75056,Paris,banque,BRED/Banque populaire,POINT (2.3768852 48.8529441997288),13398
2696,2.3768852,48.8529441997288,bank,75056,Paris,banque,BRED/Banque populaire,POINT (2.3768852 48.8529441997288),13399
2696,2.3768852,48.8529441997288,bank,75056,Paris,banque,BRED/Banque populaire,POINT (2.3768852 48.8529441997288),13524
2697,2.2845271,48.8582360997275,bank,75056,Paris,banque,HSBC,POINT (2.2845271 48.8582360997275),12011
2697,2.2845271,48.8582360997275,bank,75056,Paris,banque,HSBC,POINT (2.2845271 48.8582360997275),12012
2697,2.2845271,48.8582360997275,bank,75056,Paris,banque,HSBC,POINT (2.2845271 48.8582360997275),12137
2697,2.2845271,48.8582360997275,bank,75056,Paris,banque,HSBC,POINT (2.2845271 48.8582360997275),12138
2698,2.4700409,48.8536185997286,bank,94033,Fontenay-sous-Bois,banque,BRED/Banque populaire,POINT (2.4700409 48.8536185997286),14532
2698,2.4700409,48.8536185997286,bank,94033,Fontenay-sous-Bois,banque,BRED/Banque populaire,POINT (2.4700409 48.8536185997286),14658
2698,2.4700409,48.8536185997286,bank,94033,Fontenay-sous-Bois,banque,BRED/Banque populaire,POINT (2.4700409 48.8536185997286),14659
2698,2.4700409,48.8536185997286,bank,94033,Fontenay-sous-Bois,banque,BRED/Banque populaire,POINT (2.4700409 48.8536185997286),14784
2699,2.4699229,48.8539472997285,bank,94033,Fontenay-sous-Bois,banque,Missing,POINT (2.4699229 48.8539472997285),14532
2699,2.4699229,48.8539472997285,bank,94033,Fontenay-sous-Bois,banque,Missing,POINT (2.4699229 48.8539472997285),14658
2699,2.4699229,48.8539472997285,bank,94033,Fontenay-sous-Bois,banque,Missing,POINT (2.4699229 48.8539472997285),14659
2699,2.4699229,48.8539472997285,bank,94033,Fontenay-sous-Bois,banque,Missing,POINT (2.4699229 48.8539472997285),14784
2700,2.3529577,48.880275599722,atm,75056,Paris,banque,Missing,POINT (2.3529577 48.880275599722),12891
2700,2.3529577,48.880275599722,atm,75056,Paris,banque,Missing,POINT (2.3529577 48.880275599722),13017
2700,2.3529577,48.880275599722,atm,75056,Paris,banque,Missing,POINT (2.3529577 48.880275599722),13018
2700,2.3529577,48.880275599722,atm,75056,Paris,banque,Missing,POINT (2.3529577 48.880275599722),13143
2700,2.3529577,48.880275599722,atm,75056,Paris,banque,Missing,POINT (2.3529577 48.880275599722),13144
2701,2.3466013,48.8809503997218,bank,75056,Paris,banque,Caisse d'Epargne,POINT (2.3466013 48.8809503997218),12765
2701,2.3466013,48.8809503997218,bank,75056,Paris,banque,Caisse d'Epargne,POINT (2.3466013 48.8809503997218),12891
2701,2.3466013,48.8809503997218,bank,75056,Paris,banque,Caisse d'Epargne,POINT (2.3466013 48.8809503997218),12892
2701,2.3466013,48.8809503997218,bank,75056,Paris,banque,Caisse d'Epargne,POINT (2.3466013 48.8809503997218),13017
2701,2.3466013,48.8809503997218,bank,75056,Paris,banque,Caisse d'Epargne,POINT (2.3466013 48.8809503997218),13018
2702,2.324877,48.8757543997231,bank,75056,Paris,banque,Caisse d'Epargne,POINT (2.324877 48.8757543997231),12513
2702,2.324877,48.8757543997231,bank,75056,Paris,banque,Caisse d'Epargne,POINT (2.324877 48.8757543997231),12514
2702,2.324877,48.8757543997231,bank,75056,Paris,banque,Caisse d'Epargne,POINT (2.324877 48.8757543997231),12639
2702,2.324877,48.8757543997231,bank,75056,Paris,banque,Caisse d'Epargne,POINT (2.324877 48.8757543997231),12640
2702,2.324877,48.8757543997231,bank,75056,Paris,banque,Caisse d'Epargne,POINT (2.324877 48.8757543997231),12765
2702,2.324877,48.8757543997231,bank,75056,Paris,banque,Caisse d'Epargne,POINT (2.324877 48.8757543997231),12766
2703,2.3769403,48.8328922997338,atm,75056,Paris,banque,Missing,POINT (2.3769403 48.8328922997338),13274
2703,2.3769403,48.8328922997338,atm,75056,Paris,banque,Missing,POINT (2.3769403 48.8328922997338),13275
2703,2.3769403,48.8328922997338,atm,75056,Paris,banque,Missing,POINT (2.3769403 48.8328922997338),13400
2703,2.3769403,48.8328922997338,atm,75056,Paris,banque,Missing,POINT (2.3769403 48.8328922997338),13401
2703,2.3769403,48.8328922997338,atm,75056,Paris,banque,Missing,POINT (2.3769403 48.8328922997338),13526
2703,2.3769403,48.8328922997338,atm,75056,Paris,banque,Missing,POINT (2.3769403 48.8328922997338),13527
2704,2.2386476,48.7813943997466,bank,92023,Clamart,banque,BNP Paribas,POINT (2.2386476 48.7813943997466),11264
2704,2.2386476,48.7813943997466,bank,92023,Clamart,banque,BNP Paribas,POINT (2.2386476 48.7813943997466),11390
2704,2.2386476,48.7813943997466,bank,92023,Clamart,banque,BNP Paribas,POINT (2.2386476 48.7813943997466),11391
2704,2.2386476,48.7813943997466,bank,92023,Clamart,banque,BNP Paribas,POINT (2.2386476 48.7813943997466),11516
2704,2.2386476,48.7813943997466,bank,92023,Clamart,banque,BNP Paribas,POINT (2.2386476 48.7813943997466),11517
2705,2.3408315,48.8895903997197,bank,75056,Paris,banque,HSBC,POINT (2.3408315 48.8895903997197),12764
2705,2.3408315,48.8895903997197,bank,75056,Paris,banque,HSBC,POINT (2.3408315 48.8895903997197),12890
2705,2.3408315,48.8895903997197,bank,75056,Paris,banque,HSBC,POINT (2.3408315 48.8895903997197),12891
2705,2.3408315,48.8895903997197,bank,75056,Paris,banque,HSBC,POINT (2.3408315 48.8895903997197),13016
2706,2.2945292,48.6960899997677,atm,91345,Longjumeau,banque,Missing,POINT (2.2945292 48.6960899997677),12155
2706,2.2945292,48.6960899997677,atm,91345,Longjumeau,banque,Missing,POINT (2.2945292 48.6960899997677),12156
2706,2.2945292,48.6960899997677,atm,91345,Longjumeau,banque,Missing,POINT (2.2945292 48.6960899997677),12281
2706,2.2945292,48.6960899997677,atm,91345,Longjumeau,banque,Missing,POINT (2.2945292 48.6960899997677),12282
2706,2.2945292,48.6960899997677,atm,91345,Longjumeau,banque,Missing,POINT (2.2945292 48.6960899997677),12408
2707,2.2934077,48.6969448997675,atm,91345,Longjumeau,banque,Missing,POINT (2.2934077 48.6969448997675),12155
2707,2.2934077,48.6969448997675,atm,91345,Longjumeau,banque,Missing,POINT (2.2934077 48.6969448997675),12156
2707,2.2934077,48.6969448997675,atm,91345,Longjumeau,banque,Missing,POINT (2.2934077 48.6969448997675),12281
2707,2.2934077,48.6969448997675,atm,91345,Longjumeau,banque,Missing,POINT (2.2934077 48.6969448997675),12282
2708,2.8778239,48.9580515997027,bank,77284,Meaux,banque,Caisse d'Epargne,POINT (2.8778239 48.9580515997027),20316
2708,2.8778239,48.9580515997027,bank,77284,Meaux,banque,Caisse d'Epargne,POINT (2.8778239 48.9580515997027),20317
2708,2.8778239,48.9580515997027,bank,77284,Meaux,banque,Caisse d'Epargne,POINT (2.8778239 48.9580515997027),20442
2708,2.8778239,48.9580515997027,bank,77284,Meaux,banque,Caisse d'Epargne,POINT (2.8778239 48.9580515997027),20443
2709,2.2923574,48.7780714997474,atm,92071,Sceaux,banque,Missing,POINT (2.2923574 48.7780714997474),12146
2709,2.2923574,48.7780714997474,atm,92071,Sceaux,banque,Missing,POINT (2.2923574 48.7780714997474),12147
2709,2.2923574,48.7780714997474,atm,92071,Sceaux,banque,Missing,POINT (2.2923574 48.7780714997474),12272
2709,2.2923574,48.7780714997474,atm,92071,Sceaux,banque,Missing,POINT (2.2923574 48.7780714997474),12273
2710,2.2919999,48.7784047997473,atm,92071,Sceaux,banque,Missing,POINT (2.2919999 48.7784047997473),12146
2710,2.2919999,48.7784047997473,atm,92071,Sceaux,banque,Missing,POINT (2.2919999 48.7784047997473),12147
2710,2.2919999,48.7784047997473,atm,92071,Sceaux,banque,Missing,POINT (2.2919999 48.7784047997473),12272
2710,2.2919999,48.7784047997473,atm,92071,Sceaux,banque,Missing,POINT (2.2919999 48.7784047997473),12273
2711,2.2930098,48.7779729997474,atm,92071,Sceaux,banque,Missing,POINT (2.2930098 48.7779729997474),12146
2711,2.2930098,48.7779729997474,atm,92071,Sceaux,banque,Missing,POINT (2.2930098 48.7779729997474),12147
2711,2.2930098,48.7779729997474,atm,92071,Sceaux,banque,Missing,POINT (2.2930098 48.7779729997474),12272
2711,2.2930098,48.7779729997474,atm,92071,Sceaux,banque,Missing,POINT (2.2930098 48.7779729997474),12273
2712,2.502659,48.6980374997672,bank,91114,Brunoy,banque,Société Générale,POINT (2.502659 48.6980374997672),15053
2712,2.502659,48.6980374997672,bank,91114,Brunoy,banque,Société Générale,POINT (2.502659 48.6980374997672),15054
2712,2.502659,48.6980374997672,bank,91114,Brunoy,banque,Société Générale,POINT (2.502659 48.6980374997672),15179
2712,2.502659,48.6980374997672,bank,91114,Brunoy,banque,Société Générale,POINT (2.502659 48.6980374997672),15180
2712,2.502659,48.6980374997672,bank,91114,Brunoy,banque,Société Générale,POINT (2.502659 48.6980374997672),15305
2712,2.502659,48.6980374997672,bank,91114,Brunoy,banque,Société Générale,POINT (2.502659 48.6980374997672),15306
2713,2.5039837,48.6162987997875,bank,91573,Saint-Pierre-du-Perray,banque,BNP Paribas,POINT (2.5039837 48.6162987997875),15062
2713,2.5039837,48.6162987997875,bank,91573,Saint-Pierre-du-Perray,banque,BNP Paribas,POINT (2.5039837 48.6162987997875),15063
2713,2.5039837,48.6162987997875,bank,91573,Saint-Pierre-du-Perray,banque,BNP Paribas,POINT (2.5039837 48.6162987997875),15188
2713,2.5039837,48.6162987997875,bank,91573,Saint-Pierre-du-Perray,banque,BNP Paribas,POINT (2.5039837 48.6162987997875),15189
2713,2.5039837,48.6162987997875,bank,91573,Saint-Pierre-du-Perray,banque,BNP Paribas,POINT (2.5039837 48.6162987997875),15314
2713,2.5039837,48.6162987997875,bank,91573,Saint-Pierre-du-Perray,banque,BNP Paribas,POINT (2.5039837 48.6162987997875),15315
2714,2.3025283,48.7398498997568,atm,92002,Antony,banque,Missing,POINT (2.3025283 48.7398498997568),12276
2714,2.3025283,48.7398498997568,atm,92002,Antony,banque,Missing,POINT (2.3025283 48.7398498997568),12277
2714,2.3025283,48.7398498997568,atm,92002,Antony,banque,Missing,POINT (2.3025283 48.7398498997568),12402
2714,2.3025283,48.7398498997568,atm,92002,Antony,banque,Missing,POINT (2.3025283 48.7398498997568),12403
2714,2.3025283,48.7398498997568,atm,92002,Antony,banque,Missing,POINT (2.3025283 48.7398498997568),12529
2715,2.2564736,48.9727777996991,bank,95582,Sannois,banque,CIC,POINT (2.2564736 48.9727777996991),11495
2715,2.2564736,48.9727777996991,bank,95582,Sannois,banque,CIC,POINT (2.2564736 48.9727777996991),11620
2715,2.2564736,48.9727777996991,bank,95582,Sannois,banque,CIC,POINT (2.2564736 48.9727777996991),11621
2715,2.2564736,48.9727777996991,bank,95582,Sannois,banque,CIC,POINT (2.2564736 48.9727777996991),11746
2715,2.2564736,48.9727777996991,bank,95582,Sannois,banque,CIC,POINT (2.2564736 48.9727777996991),11747
2716,2.3207489,49.0007117996922,atm,95428,Montmorency,banque,Banque Postale,POINT (2.3207489 49.0007117996922),12499
2716,2.3207489,49.0007117996922,atm,95428,Montmorency,banque,Banque Postale,POINT (2.3207489 49.0007117996922),12500
2716,2.3207489,49.0007117996922,atm,95428,Montmorency,banque,Banque Postale,POINT (2.3207489 49.0007117996922),12625
2716,2.3207489,49.0007117996922,atm,95428,Montmorency,banque,Banque Postale,POINT (2.3207489 49.0007117996922),12626
2716,2.3207489,49.0007117996922,atm,95428,Montmorency,banque,Banque Postale,POINT (2.3207489 49.0007117996922),12752
2717,2.0403753,48.7081897997647,bank,78160,Chevreuse,banque,Société Générale,POINT (2.0403753 48.7081897997647),8500
2717,2.0403753,48.7081897997647,bank,78160,Chevreuse,banque,Société Générale,POINT (2.0403753 48.7081897997647),8626
2717,2.0403753,48.7081897997647,bank,78160,Chevreuse,banque,Société Générale,POINT (2.0403753 48.7081897997647),8627
2717,2.0403753,48.7081897997647,bank,78160,Chevreuse,banque,Société Générale,POINT (2.0403753 48.7081897997647),8752
2717,2.0403753,48.7081897997647,bank,78160,Chevreuse,banque,Société Générale,POINT (2.0403753 48.7081897997647),8753
2718,2.3146214,48.8815595997217,bank,75056,Paris,banque,CIC,POINT (2.3146214 48.8815595997217),12387
2718,2.3146214,48.8815595997217,bank,75056,Paris,banque,CIC,POINT (2.3146214 48.8815595997217),12513
2718,2.3146214,48.8815595997217,bank,75056,Paris,banque,CIC,POINT (2.3146214 48.8815595997217),12514
2718,2.3146214,48.8815595997217,bank,75056,Paris,banque,CIC,POINT (2.3146214 48.8815595997217),12639
2719,2.3043309,48.751237899754,atm,92002,Antony,banque,LCL,POINT (2.3043309 48.751237899754),12275
2719,2.3043309,48.751237899754,atm,92002,Antony,banque,LCL,POINT (2.3043309 48.751237899754),12276
2719,2.3043309,48.751237899754,atm,92002,Antony,banque,LCL,POINT (2.3043309 48.751237899754),12401
2719,2.3043309,48.751237899754,atm,92002,Antony,banque,LCL,POINT (2.3043309 48.751237899754),12402
2719,2.3043309,48.751237899754,atm,92002,Antony,banque,LCL,POINT (2.3043309 48.751237899754),12527
2719,2.3043309,48.751237899754,atm,92002,Antony,banque,LCL,POINT (2.3043309 48.751237899754),12528
2720,2.6042511,48.9493550997049,bank,77514,Villeparisis,banque,Société Générale,POINT (2.6042511 48.9493550997049),16411
2720,2.6042511,48.9493550997049,bank,77514,Villeparisis,banque,Société Générale,POINT (2.6042511 48.9493550997049),16412
2720,2.6042511,48.9493550997049,bank,77514,Villeparisis,banque,Société Générale,POINT (2.6042511 48.9493550997049),16537
2720,2.6042511,48.9493550997049,bank,77514,Villeparisis,banque,Société Générale,POINT (2.6042511 48.9493550997049),16538
2720,2.6042511,48.9493550997049,bank,77514,Villeparisis,banque,Société Générale,POINT (2.6042511 48.9493550997049),16663
2720,2.6042511,48.9493550997049,bank,77514,Villeparisis,banque,Société Générale,POINT (2.6042511 48.9493550997049),16664
2721,2.0788793,49.0367144996832,bank,95127,Cergy,banque,LCL,POINT (2.0788793 49.0367144996832),9093
2721,2.0788793,49.0367144996832,bank,95127,Cergy,banque,LCL,POINT (2.0788793 49.0367144996832),9094
2721,2.0788793,49.0367144996832,bank,95127,Cergy,banque,LCL,POINT (2.0788793 49.0367144996832),9219
2721,2.0788793,49.0367144996832,bank,95127,Cergy,banque,LCL,POINT (2.0788793 49.0367144996832),9220
2721,2.0788793,49.0367144996832,bank,95127,Cergy,banque,LCL,POINT (2.0788793 49.0367144996832),9346
2722,2.0790134,49.0367924996832,bank,95127,Cergy,banque,CIC,POINT (2.0790134 49.0367924996832),9093
2722,2.0790134,49.0367924996832,bank,95127,Cergy,banque,CIC,POINT (2.0790134 49.0367924996832),9094
2722,2.0790134,49.0367924996832,bank,95127,Cergy,banque,CIC,POINT (2.0790134 49.0367924996832),9219
2722,2.0790134,49.0367924996832,bank,95127,Cergy,banque,CIC,POINT (2.0790134 49.0367924996832),9220
2722,2.0790134,49.0367924996832,bank,95127,Cergy,banque,CIC,POINT (2.0790134 49.0367924996832),9346
2723,2.2922391,48.7782434997473,bank,92071,Sceaux,banque,Crédit Agricole,POINT (2.2922391 48.7782434997473),12146
2723,2.2922391,48.7782434997473,bank,92071,Sceaux,banque,Crédit Agricole,POINT (2.2922391 48.7782434997473),12147
2723,2.2922391,48.7782434997473,bank,92071,Sceaux,banque,Crédit Agricole,POINT (2.2922391 48.7782434997473),12272
2723,2.2922391,48.7782434997473,bank,92071,Sceaux,banque,Crédit Agricole,POINT (2.2922391 48.7782434997473),12273
2724,2.2920117,48.7784154997473,bank,92071,Sceaux,banque,Société Générale,POINT (2.2920117 48.7784154997473),12146
2724,2.2920117,48.7784154997473,bank,92071,Sceaux,banque,Société Générale,POINT (2.2920117 48.7784154997473),12147
2724,2.2920117,48.7784154997473,bank,92071,Sceaux,banque,Société Générale,POINT (2.2920117 48.7784154997473),12272
2724,2.2920117,48.7784154997473,bank,92071,Sceaux,banque,Société Générale,POINT (2.2920117 48.7784154997473),12273
2725,2.292372,48.7780703997474,atm,92071,Sceaux,banque,Missing,POINT (2.292372 48.7780703997474),12146
2725,2.292372,48.7780703997474,atm,92071,Sceaux,banque,Missing,POINT (2.292372 48.7780703997474),12147
2725,2.292372,48.7780703997474,atm,92071,Sceaux,banque,Missing,POINT (2.292372 48.7780703997474),12272
2725,2.292372,48.7780703997474,atm,92071,Sceaux,banque,Missing,POINT (2.292372 48.7780703997474),12273
2726,2.2929989,48.7779732997474,atm,92071,Sceaux,banque,Missing,POINT (2.2929989 48.7779732997474),12146
2726,2.2929989,48.7779732997474,atm,92071,Sceaux,banque,Missing,POINT (2.2929989 48.7779732997474),12147
2726,2.2929989,48.7779732997474,atm,92071,Sceaux,banque,Missing,POINT (2.2929989 48.7779732997474),12272
2726,2.2929989,48.7779732997474,atm,92071,Sceaux,banque,Missing,POINT (2.2929989 48.7779732997474),12273
2727,2.290126,48.8922069997191,bank,92044,Levallois-Perret,banque,HSBC,POINT (2.290126 48.8922069997191),12008
2727,2.290126,48.8922069997191,bank,92044,Levallois-Perret,banque,HSBC,POINT (2.290126 48.8922069997191),12133
2727,2.290126,48.8922069997191,bank,92044,Levallois-Perret,banque,HSBC,POINT (2.290126 48.8922069997191),12134
